node_id,source_count,max_interaction_score,evidence_count,has_biogrid_direct,has_string_direct,is_target,degree,label_string_supported
SMN1,2,714.0,2,1,1,0,130,1
BRPF3,2,713.0,2,1,1,0,68,1
RBBP4,2,713.0,2,1,1,0,311,1
VIM,2,712.0,2,1,1,0,339,1
DDB1,2,711.0,2,1,1,0,379,1
MAP2K3,2,711.0,2,1,1,0,151,1
AGO1,2,710.0,2,1,1,0,113,1
KDM6A,2,710.0,2,1,1,0,97,1
UBA1,2,710.0,2,1,1,0,177,1
CUL1,2,709.0,2,1,1,0,433,1
RAD50,2,709.0,2,1,1,0,218,1
TUBB2A,2,709.0,2,1,1,0,154,1
USP24,2,709.0,2,1,1,0,49,1
VCP,2,709.0,2,1,1,0,589,1
TNFAIP3,2,708.0,2,1,1,0,81,1
E2F3,2,707.0,2,1,1,0,49,1
DHCR24,2,706.0,2,1,1,0,53,1
PMS1,2,706.0,2,1,1,0,56,1
PHC3,2,705.0,2,1,1,0,70,1
THRB,2,705.0,2,1,1,0,46,1
RPS6,2,704.0,2,1,1,0,423,1
BAG5,2,703.0,2,1,1,0,154,1
HEY1,2,703.0,2,1,1,0,87,1
WRAP53,2,703.0,2,1,1,0,49,1
ZBTB16,2,703.0,2,1,1,0,66,1
CDKN1C,2,701.0,2,1,1,0,40,1
TSG101,2,701.0,2,1,1,0,134,1
CALML5,2,700.0,2,1,1,0,118,1
HNRNPU,2,700.0,2,1,1,0,477,1
PPIF,1,993.0,1,0,1,0,54,1
CDKN1B,1,991.0,1,0,1,0,131,1
G6PD,1,986.0,1,0,1,0,112,1
TIGAR,1,981.0,1,0,1,0,5,1
S100A2,1,980.0,1,0,1,0,129,1
DDB2,1,979.0,1,0,1,0,129,1
SREBF2,1,978.0,1,0,1,0,97,1
AKT2,1,973.0,1,0,1,0,98,1
H3C12,1,971.0,1,0,1,0,241,1
PMAIP1,1,970.0,1,0,1,0,88,1
MLH1,1,965.0,1,0,1,0,114,1
GADD45B,1,964.0,1,0,1,0,15,1
COP1,1,961.0,1,0,1,0,20,1
MAPK11,1,960.0,1,0,1,0,55,1
TFAM,1,959.0,1,0,1,0,162,1
PIDD1,1,958.0,1,0,1,0,26,1
AKT3,1,953.0,1,0,1,0,65,1
CASP9,1,953.0,1,0,1,0,78,1
KRAS,1,949.0,1,0,1,0,860,1
H4C6,1,947.0,1,0,1,0,248,1
MAPK12,1,946.0,1,0,1,0,59,1
TP53AIP1,1,945.0,1,0,1,0,3,1
MAPK13,1,943.0,1,0,1,0,55,1
PIK3CA,1,941.0,1,0,1,0,138,1
JMY,1,940.0,1,0,1,0,18,1
CASP10,1,939.0,1,0,1,0,33,1
GADD45G,1,937.0,1,0,1,0,30,1
GTSE1,1,933.0,1,0,1,0,100,1
PRKCZ,1,933.0,1,0,1,0,209,1
BIRC5,1,930.0,1,0,1,0,97,1
SUMO4,1,930.0,1,0,1,0,32,1
PERP,1,928.0,1,0,1,0,9,1
CCNE1,1,926.0,1,0,1,0,93,1
SLC2A2,1,926.0,1,0,1,0,8,1
KLF4,1,925.0,1,0,1,0,125,1
SLC25A4,1,925.0,1,0,1,0,88,1
CAPN2,1,924.0,1,0,1,0,70,1
HIPK4,1,918.0,1,0,1,0,21,1
KMT5A,1,916.0,1,0,1,0,39,1
CCNB1,1,914.0,1,0,1,0,196,1
CYCS,1,911.0,1,0,1,0,135,1
DDIT4,1,911.0,1,0,1,0,20,1
ZNF385A,1,910.0,1,0,1,0,10,1
PCBP4,1,909.0,1,0,1,0,14,1
YWHAG,1,909.0,1,0,1,0,354,1
TNFRSF10B,1,908.0,1,0,1,0,63,1
ATG7,1,907.0,1,0,1,0,155,1
MRE11,1,905.0,1,0,1,0,59,1
TP53I3,1,903.0,1,0,1,0,7,1
TPX2,1,903.0,1,0,1,0,133,1
IGFBP3,1,901.0,1,0,1,0,28,1
EZH2,1,899.0,1,0,1,0,738,1
CASP6,1,898.0,1,0,1,0,39,1
TNFRSF10A,1,898.0,1,0,1,0,53,1
H2AX,1,892.0,1,0,1,0,129,1
CCNE2,1,890.0,1,0,1,0,40,1
BTG2,1,888.0,1,0,1,0,17,1
BRAF,1,887.0,1,0,1,0,119,1
FOXO1,1,886.0,1,0,1,0,232,1
SOX2,1,883.0,1,0,1,0,592,1
H4C14,1,880.0,1,0,1,0,121,1
NF1,1,880.0,1,0,1,0,106,1
H3C2,1,879.0,1,0,1,0,93,1
H6PD,1,879.0,1,0,1,0,29,1
INS,1,879.0,1,0,1,0,268,1
SLCO6A1,1,879.0,1,0,1,0,26,1
CASP1,1,876.0,1,0,1,0,69,1
CD44,1,876.0,1,0,1,0,154,1
H2BC12,1,876.0,1,0,1,0,78,1
NRAS,1,876.0,1,0,1,0,221,1
SMAD4,1,875.0,1,0,1,0,211,1
H2BC11,1,874.0,1,0,1,0,115,1
SESN1,1,874.0,1,0,1,0,16,1
FANCC,1,871.0,1,0,1,0,55,1
CCNL2,1,870.0,1,0,1,0,81,1
PRDM1,1,870.0,1,0,1,0,41,1
BCL2L11,1,867.0,1,0,1,0,67,1
H3C3,1,867.0,1,0,1,0,98,1
H3-3B,1,865.0,1,0,1,0,219,1
TNF,1,865.0,1,0,1,0,243,1
GSDME,1,864.0,1,0,1,0,6,1
H3-5,1,864.0,1,0,1,0,160,1
H3-2,1,863.0,1,0,1,0,152,1
H3-4,1,863.0,1,0,1,0,206,1
H3C13,1,863.0,1,0,1,0,257,1
CEBPB,1,862.0,1,0,1,0,683,1
CDC25A,1,861.0,1,0,1,0,114,1
H3C4,1,861.0,1,0,1,0,93,1
